nome,discurso,ano
O SR. VICTOR FACCIONI,"O SR. VICTOR FACCIONI (PDS–RS. Pronuncia o seguinte discurso.): – Sr. Presidente, Srª e Srs. Constituintes: ""Os homens e as moscas continuam os mesmos no presidencialismo. Somente no parlamentarismo pode ocorrer a mudança e substituição dos homens no Governo e até no Parlamento."" Uma agência de publicidade de Porto Alegre produziu e mandou fixar nas ruas da capital gaúcha painéis que pretendem defender o sistema presidencialista de governo. A diretora de atendimento da agência diz que tal promoção faz parte da filosofia da agência de questionar ""engodos"", quando, na verdade, o presidencialismo é um dos maiores engodos da política brasileira. Disse eu que ""pretendem defender"" o sistema presidencialista porque, na prática, a mensagem escolhida provoca efeito contrário ao presidencialismo, ao dizer que, se as moscas são as mesmas, não é o sistema que vai mudar o País. É que, Sr. Presidente, as moscas continuam as mesmas no presidencialismo, como estamos vendo acontecer ainda agora, ou como já vimos antes, nesses quase cem anos de República presidencialista. Acrescenta a diretora da Agência Nova Forma de Propaganda, Maria Medeiros, em entrevista publicada pelo jornal O Estado de S. Paulo, que ""estamos dizendo o que as pessoas gostariam de ver estampado. É evidente que de nada adiantará o parlamentarismo se os homens continuarão"". Mas não é assim. Ao contrário, pois só com o parlamentarismo é que mudarão. Pois bem, no presidencialismo continuam e continuarão tanto as ""moscas"" como os homens, pois só no parlamentarismo pode haver troca e substituição, com a derrubada do Governo pelo voto de desconfiança da Câmara dos Deputados, ou pela dissolução da própria Câmara e convocação de novas eleições. Isso não é possível no presidencialismo. Então, a agência pecou na escolha da mensagem de seus painéis fixados em pontos estratégicos de Porto Alegre, e acabou, na verdade, promovendo a idéia básica do parlamentarismo, a da possibilidade de troca dos governantes e até dos representantes do povo, porque no parlamentarismo o povo é o soberano político de todos os dias, no dizer de Raul Pilla, que acrescentava: ""... enquanto que no presidencialismo o povo é o soberano de apenas um dia, o dia das eleições"". Depois, no dia seguinte, o eleito é quem passa a mandar, até o dia das eleições seguintes, como senhor soberano exclusivo e único a mandar e desmandar, enquanto o seu mandato durar. E só lembrar o que aconteceu com o Plano Cruzado, poucos dias depois das eleições, contrariando exatamente o voto maciço do povo brasileiro, dado alguns dias antes. Não é por nada que os candidatos a Presidente defendem o presidencialismo; eles querem o poder todo para si, como verdadeiros ""imperadores"" com prazo fixo, e isso quando não ocorre o golpe e a prorrogação do mandato. Para tentar a mudança desse estado de coisas, tenho defendido a mais fundamental das mudanças, o sistema de governo, sabendo, é claro, que não vão depender apenas disso as demais mudanças exigidas pelo povo brasileiro, mas que se trata do caminho sem o qual jamais se chegará à ",ano_167
O SR. WILSON CAMPOS,"O SR. WILSON CAMPOS (PMDB – PE. Sem revisão do orador.): – Sr. Presidente, Srs. Constituintes, em primeiro lugar, faço um registro fúnebre. Pernambuco está de luto. Um dos seus mais ilustres filhos, o Desembargador Agamenon Duarte Lima, faleceu na cidade do Recife. Desembargador aposentado e jurista renomado, com grandes serviços prestados a Pernambuco, foi, durante mais de 50 anos, filho ilustre daquele Estado, que o perdeu ontem. Em nome da nossa bancada, registro nossa saudade, transmitindo a família enlutada nossos pêsames. Outro assunto, Sr. Presidente, Srs. Constituintes. Por incrível que pareça, o Jornal do Brasil de hoje traz a seguinte manchete ""Aníbal investiu em candidatura com fundos da União"". Foram gastos, no caso, mais de 1 bilhão e 700 milhões de cruzados. O jornal se refere ao Ministro Aníbal Teixeira,que em sua passagem pela SEAC autorizou uma prefeitura de Minas Gerais a comprar uma fábrica de cachaça para, junto a uma escola, produzir o precioso líquido. Esse Ministro é motivo, hoje, de reportagem na 4ª página do Jornal do Brasil. S. Ex.ª, que pensa em disputar a Prefeitura de Belo Horizonte, ou o Governo de Minas, desviou, segundo o jornal a importância de Cz$ 1.723.000.000,00, da seguinte maneira: para o Município de Belo Horizonte, Cz$ 773.000.000,00;. para Fortaleza, Cz$ 24.000.000,00; paria Goiânia, Cz$ 230.000.000,00; para Cuiabá, Cz$ 20.000.000,00; para Manaus, Cz$ 187.000.000,00; para João Pessoa, Cz$ 20.000.000,00; para Natal, Cz$ 184.000.000,00; para Teresina, Cz$ 20.000.000,00; para São Paulo, Cz$ 125.000.000,00; para Vitória, Cz$ 15.000.000,00; para Aracaju, Cz$ 70.000.000,00; para Maceió, Cz$ 50.000.000,00; para São Luís, Cz$ 5.000.000.00; para Florianópolis, Cz$ 40.000.000,00; para Rio Branco, Cz$ 5.000.000,00. Deixou de fazê-lo, talvez por motivos políticos, para o Rio de Janeiro, Salvador, Recife, Porto Alegre, Belém, Curitiba, Campo Grande, Macapá e Boa Vista. Entendemos perfeitamente por que o Ministro usou o dinheiro público dessa maneira. S. Ex.ª quis, na oportunidade, identificar as capitais em que os Governadores já se declararam por quatro anos de mandato para o Presidente que mais desmanda neste País. Justamente por isso, queremos registrar nossos protestos nesta tribuna, no dia de hoje, mostrando que realmente o Brasil precisa mudar. Fazemos um apelo a todos os componentes de qualquer segmento da sociedade e a todos os membros da classe política com assento nesta Assembléia, pois o povo não mais pode esperar, Sr. Presidente. Queremos, em homenagem ao Presidente Ulysses Guimarães, Constituição já! Queremos também, homenageando nosso Líder Mário Covas, eleições diretas já! Não podemos mais esperar eleições diretas em 1988, para o bem do Brasil e dos brasileiros! ",ano_167
O SR. ASDRUBAL BENTES,"O SR. ASDRUBAL BENTES (PMDB – PA. Pronuncia o seguinte discurso.): – Sr. Presidente, Srª. E Srs. Constituintes, a despeito do pessimismo reinante no País, a despeito de toda a crise, a despeito da fome, a despeito de todas as mazelas propaladas o Brasil é suficientemente potente. Seu potencial é deveras inesgotável e poderá sobreviver à corrupção e aos desgovernos. A minha região, que até agora tem sido a mais discriminada, a mais esquecida, a mais abandonada, a mais espoliada, vai renascer, vai começar a ser integrada de fato ao Brasil. A Amazônia vai se tomar, com a ajuda de Deus e da construção das eclusas na usina hidroelétrica, o vector do desenvolvimento do Brasil. Acompanho as obras da maior hidroelétrica nacional, desde os seus primórdios. Tucuruí, antes da idéia da construção da grande usina, era uma cidadezinha perdida na selva, com menos de 3.000 habitantes, a 280 quilômetros de Belém. Sua vida era meramente vegetativa. Havia uma estrada de ferro com 200 quilômetros de extensão, com a única finalidade de permitir a exploração da castanha e da madeira, nas margens do Tocantins. Esta estrada de ferro foi aos poucos sendo extinta e, com a sua morte, Tucuruí também ia morrendo. A partir de 1973, a simples idéia da construção da hidroelétrica fez eclodir toda a região e Tucuruí começou a renascer, a explodir para o desenvolvimento. Um sem- número de migrantes, a princípio técnicos da Eletronorte, seguidos de operários, depois peões, fazendeiros e aventureiros, para lá afluíram. Em menos de 3 anos a População de Tucuruí passou para 7 mil. Hoje, Tucurui é uma das maiores cidades do Pará. Srª e Srs. Constituintes, precisamente no dia 24 de janeiro próximo, fará 11 anos da assinatura dos contratos de financiamento do projeto da maior hidroelétrica nacional do País. Não sei se por acaso, ou providencialmente depois de 11 anos, depois de lutas, sacrifícios, incompreensões e enorme jogo de interesses dos inimigos inconfessáveis deste, País, vão ser construídas as duas eclusas na grande hidroelétrica. Meu contentamento, como o de todos os amazônidas, é enorme. Não porque serão construídas eclusas, mas porque da Amazônia partirá a grande hidrovia, que será formada desde o Brasil Central até Belém, por meio dos rios Araguaia e Tocantins, num total de 2.220km. Permitirá a navegação de Santa Isabel para jusante, até Belém, numa extensão de 680km, o que não se esgota aí O restante da hidrovia ficará apenas na dependência da construção da barragem de Santa Isabel, cujo represamento submergirá um trecho de 340km de navegabilidade precária, no período de águas baixas. As eclusas de TucuruÍ vão finalmente abrir perspectivas novas e promissoras para a Amazônia. É o momento de o Brasil e os brasileiros descobrirem a Amazônia e as riquezas infinitas do meu Estado. E hora de o mundo voltar-se para o maior ecossistema ecológico do universo e unir-se ao Brasil para preservá-lo, para dizer um basta aos invasores da Amazônia, que unicamente com o objetivo do lucro fácil procuram transformá-lo lentamente, quem sabe celeremente, numa vasta região desértica Só almejamos que, tomando-se o meu Estado do Pará, ponto de partida para a verdadeira integração nacional e manancial de riquezas, mereça, doravante, mais atenção dos Governos e dos brasileiros Srª e Srs. Constituintes, a Amazônia não é apenas dos amazônidas. Ela faz parte do Brasil e integra o maior sistema ecológico do mundo. A construção das eclusas irá, a curto prazo, colocar o Tocantins e o Araguaia no mesmo nível de integração do rio São Francisco. As eclusas não irão acelerar apenas a ocupação e o crescimento da Amazônia, mas primordialmente, irão erradicar o Brasil da crise institucional em que se encontra. Alegrem-se, pois, todos os amazônidas e brasileiros, porque a construção das duas eclusas, agora, será irreversível. Alegremo-nos, Srª e Srs. Constituintes, ante este grande anúncio que lhes fazemos neste instante. Mesmo que não concordássemos com todas as ações do atual Governo, só a injustiça far-nos-ia omitir a coragem e a determinação do Presidente Sarney, do Ministro dos Transportes. José Reinaldo Tavares, e do Governador do Pará, aos quais, em nome dos habitantes de toda a região do sul paraense, prestamos nossas homenagens. Para finalizar, não é possível esquecer um dos homens que nunca deixaram de acreditar no Brasil e particularmente na Amazónia. Este cidadão, chamado Sebastião Camargo, proprietário da empresa que construirá as eclusas, a Camargo Corrêa, um Jovem de 80 anos, diante do que a Amazônia representa para o Brasil e para todos os brasileiros, pronunciou a seguinte frase que merece uma lápide que a perpetue, para que sirva de exemplo para a posteridade, de estimulo e confiança para todos nós ""Gostaria de ser neto de mim mesmo para ver a Amazônia com a qual os verdadeiros patriotas, os brasileiros de todos os pontos do Brasil sempre sonhamos"". Era o que tinha a dizer, Sr. Presidente. ",ano_167
O SR. LÉZIO SATHLER,"O SR. LÉZIO SATHLER (PMDB – ES. Sem revisão do orador.): – Sr. Presidente, Sras., Srs. Constituintes, os setores que compõe a indústria cafeeira no Brasil, como os do solúvel, dos torrefadores, do comércio, representado pelos maquinistas e exportadores de café do País, da lavoura, do Conselho Nacional do Café, e outras entidades ligadas, têm-se mobilizado no sentido não só da preservação do IBC, mas da exigência de um debate mais transparente entre todos que tratam da reformulação daquele órgão. Ao longo de sua história, o IBC tem desempenhado importante papel na condução das mais diversas políticas. Agora – justiça seja feita, Sr. Presidente – o IBC, órgão subordinado ao Ministério da Indústria e do Comércio, está encabeçado por um brasileiro extraordinário, responsável e competente, que tem conduzido, com inteligência e conhecimento de causa, a política do setor cafeeiro, refiro-me ao Dr. Jório Dauster. Por intermédio do Conselho Nacional da Política Cafeeira, através de um debate com esses setores, que citamos ainda há pouco, S. Sº tem procurado encontrar uma solução no momento em que, de um lado, existe um verdadeiro bombardeio, um desejo inarredável de extinguir o IBC e, de outro a reivindicação de mecanismos que valorizem e, acima de tudo, defendam esse setor importante da economia primária deste País que sempre marcou posição. Apenas para uma retrospectiva histórica, basta convocar a memória de todos para o registro de como o café, esse setor da economia primária, definindo-se como produto de exportação e trazendo para este País os dólares das bolsas de Londres e de Nova Iorque. Trago para os Srs Constituites e representantes de vários setores da política cafeeira, aqueles que têm realmente sensibilidade, os produtores, que vêm sofrendo com o desgaste do preço do seu produto, o registro sobre notícia da ""Gazeta Mercantil"", edição de hoje, afirma que historicamente o preço de café de 60kg sempre teve um referencial em torno de 70 dólares. No entanto hoje a saca desse produto não passa de 40 dólares. É sabido, ao mesmo tempo – e lamentamos – que, no campo da interferência da tributação, das taxas hoje cobradas, a chamada cota de contribuição, torna daquele que produz aproximadamente 50 dólares por saca de café. Isso é inaceitável, Sr. Presidente. Que seja adotada uma política de reformulação desse órgão, como está na proposta feita pelo Conselho Nacional do Café, que é transformar o Conselho Nacional da Política Caféeira num órgão deliberador, fortalecido pelo processo da representação da lavoura, do comércio e da indústria, e também implantar o Museu do Café. Que seja criado esse organismo para dar amparo a um setor há muito negligenciado pela política brasileira, com mais apoio à pesquisa e ao setor tecnológico. Sr. Presidente, estamos hoje com cerca de nove milhões de sacas de café batidas nos armazéns do IBC, e há mais de três milhões de sacas a serem quitadas pelo Governo. Fazemos daqui um apelo ao Sr. Ministro Maílson da Ferreira da Nóbrega para que, num entendimento, o mais rapidamente possível, libere o pagamento. Oxalá possa haver uma verdadeira correção, estímulo e motivação nos preços do café no mercado brasileiro. ",ano_167
O SR. CHAGAS RODRIGUES,"O SR. CHAGAS RODRIGUES (PMDB – PL Sem revisão do orador.): – Sr. Presidente, Srs. Constituintes, nesta fase dos trabalhos na Constituinte, temos um último dia para oferecimento das chamadas quatro emendas individuais ou das emendas com preferência automática. Quero comunicar aos nossos eminentes colegas Constituintes que ontem ofereci minhas quatro emenda Entendo que, hoje, mais do que nunca, precisamos adotar o regime de governo parlamentarista, sem que nosso País continuará palco de golpes de estado, de tentativas de golpes e de ditaduras. Respeito aqueles que ainda acreditam no presidencialismo, apesar de cem anos de fracasso deste regime no Brasil Nossas raízes estão na Península Ibérica, nossas relações profundas são com os povos português, espanhol, francês, italiano e não com o povo norte-americano, única nação do mundo onde o presidencialismo realmente se firmou e produziu frutos. Sr, Presidente, este é um assunto de ordem geral. Desejo, porém, comunicar aos eminentes colegas que as quatro emendas que ofereci dizem respeito, em síntese, ao seguinte. Uma delas estabelece que quem for condenado, em sentença irrecorrivel, por homicídio doloso, perderá 25% dos seus bens em favor dos herdeiros e dependentes do assassinado, na forma da lei. É uma tentativa de acabar, Sr. Presidente, com os pistoleiros profissionais, que não apenas agem nas áreas rurais, mas Outra emenda trata da estabilidade no emprego, na forma da lei. Se não for possível aprovar texto melhor, devemos falar,pelo menos, em estabilidade, por estar prevista no programa do PMDB. Outra emenda as ações trabalhistas prescrevem em dez anos, contados da data em que poderiam ter sido propostas. Se não for possível, que o inicio prescricional ocorra depois da extinção do contrato de trabalho, que, pelo menos, como segunda opção, se adote a emenda. Se o Código Civil diz que as ações pessoais prescrevem em vinte anos e as ações reais, em dez, e se o Código Civil de 1916 já estabelecia, em favor dos jornaleiros e operários, prescrição de cinco anos, não se justifica tenhamos hoje prescrição inferior, ou seja, de dois anos. Finalmente, Sr. Presidente, a quarta emenda determina que dentro de cinco anos, a contar da promulgação desta Constituição, a União deverá concluir a Rodovia Fortaleza – Brasília. A Constituição de 1946 determinava que em dois anos se concluísse a Rodovia Nordeste – Rio de Janeiro. Hoje, estando a Capital da República plantada no coração do País, justifica-se mais ainda que se conclua essa estrada de integração nacional. Sr. Presidente, se hoje lutarmos pela integração da América do Sul com mais razão devemos lutar pela integração nacional. Estas, as minhas palavras, com meu apelo a todos os Srs. Constituintes, para que votemos com a maior brevidade possível esta Constituição e possamos partir para a segunda luta, não mais em direção à democracia política, à democracia formal, mas à democracia substancial, social, que atenda aos reclamos e reivindicações das massas populares deste País. ",ano_167
O SR. OSVALDO TREVISAN,"O SR. OSVALDO TREVISAN (PMDB – PR. Sem revisão do orador.): – Sr. Presidente, Srs. Constituintes, venho hoje falar do meu Estado, o Paraná, o maior produtor de grãos deste País. No entanto, o Paraná tem sido muito prejudicado pela oscilante política governamental, que fez subir os juros, diminuiu os financiamentos e não tem atendido à promessa de garantia dos preços mínimos em condições adequadas. Estamos aqui para pedir às autoridades maior apoio ao agricultor, sob pena de se comprometer toda a economia nacional. Há poucos dias, a cafeicultura do Paraná – e, de resto, a de todo o Brasil – reclamava a Liberação de recursos para a comercialização e o custeio das lavouras, bem como a melhoria dos preços de garantia do café, defasados há muito tempo. Sr. Presidente, o Paraná, grande Estado agrícola, também tem sido prejudicado pela enorme quantidade de usinas hidroelétricas em seu território. As bacias hidrográficas do Paraná estão quase todas totalmente comprometidas com as hidroelétricas ali já construídas. O Estado perdeu muito com as terras férteis inundadas e não recebeu a indenização correspondente. Pior, ainda: grande parte dessa energia gerada no Paraná vai servir a outros Estados que ainda mantêm boa reserva de potencial hídrico. É preciso que o Paraná seja ressarcido pelo fato de terem essas usinas hidroelétricas inundado grande parte de suas melhores terras. São terras que poderiam estar produzindo alimentos em quantidade, com eficiência e produtividade, o que caracteriza a agricultura do Paraná. Mas as inundações impedem que essas consideráveis extensões de terras produzam alimentos. Por isso, Sr. Presidente, Srs. Constituintes, sendo um grande Estado agrícola, uma das importantes vocações da produção deste País, o Paraná precisa ter maior representação política, à altura de sua importância na Federação. É preciso que nas grandes decisões deste País seja também ouvido o Paraná, dada sua importância econômica, social e política. ",ano_167
O SR. GONZAGA PATRIOTA,"O SR. GONZAGA PATRIOTA (PMDB – PE Pronuncia o seguinte discurso.): – Sr. Presidente, Srª e Srs. Constituintes, o art 16, § 9º, do Projeto de Constituição, ressalva que ""são inelegíveis para .qualquer cargo, no território de jurisdição do titular, o cônjuge ou parentes até segundo grau, por cousa consangüinidade, afinidade ou adoção, do Presidente da República, do Governador e do Prefeito, que tenham exercido mais da metade do mandato, ressalvados os que já exerçam mandato eletivo. Esta ressalva, Sr. Presidente, é danosa à sociedade brasileira, pois, se aprovada em plenário, a maioria dos Prefeitos e Governadores brasileiros, e até o Presidente José Sarney, serão substituídos por filhos, esposas, irmãos, cunhados, pais e outros parentes próximos, que farão do órgão público uma propriedade privada da família. A Constituição atual, mesmo flexível e ditada pelos militares que golpeararn a Nação em 1964, proíbe a sucessão de cargos executivos por parentes até o segundo grau – o que se estranha é que tenha sido aceito tal dispositivo pelo eminente Relator Bernardo Cabral no projeto em discussão. Apresentamos, pois, a Emenda nº 2P00203-0, que suprime a parte final – “ressalvados os que já exercem mandato eletivo” – do § 9º do art. 16 do Projeto de Constituição. Diante destas considerações, espero receber o apoio não apenas da minha bancada, mas de, todos os Constituintes desta colenda Assembléia Nacional Constituinte. ",ano_167
O SR. NELSON SEIXAS,"O SR. NELSON SEIXAS (PDT – SP. Pronuncia o seguinte discurso.): – Sr. Presidente, Sr e Srs. Constituintes, ocupo esta tribuna, mais uma vez, para defender os direitos dos deficientes. Como sabem os nobres Constituintes, minha maior e mais importante luta é em favor da garantia de direitos imprescindíveis à pessoa deficiente no texto de nossa lei Maior. Neste sentido, já apresentei inúmeras emendas na fase das subcomissões e das comissões temáticas, as quais foram em grande número aprovadas. Agora estou apresentando quatro emendas que visam a maior integração da pessoa portadora de deficiência na sociedade nacional, possibilitando-lhe o trabalho digno, o tratamento necessário, a pensão, no caso de não dispor de meios para prover a própria subsistência e o deslocamento físico apropriado. Gostaria de obter junto aos colegas Constituintes toda a atenção e apoio pois minha intenção é, acima de tudo, humanitária. E tenho certeza de que os problemas da pessoa portadora de deficiência não serão esquecidos. Voltarei, em outra ocasião, a comentar mais detidamente as emendas apresentadas. Meu objetivo principal, hoje, é a defesa da reserva de empregos portadora de deficiência mental. O que parece absurdo à pessoa desavisada é, no entanto, a realidade com a qual tenho convivido como médico, pai de dois excepcionais e Presidente da Federação Nacional das APAEs. A intenção maior de entidades como as APAEs é a integração da pessoa deficiente na sociedade. Na verdade, sabemos que o trabalho é o melhor meio para que se concretize essa integração. Na atual redação do Projeto de Constituição há reserva apenas para a pessoa portadora de deficiência física; no projeto do ""centrão"", para a pessoa deficiente física e para o idoso. Quero dizer que não sou contra a inclusão do idoso na reserva de empregos públicos. Ao contrário, concordo plenamente com essa sugestão. Como está a redação, excluindo-se o deficiente mental excluem-se, na realidade, mais da metade das pessoas deficientes. É assim mesmo quando se fala em deficiente físico. A rigor, trata-se do deficiente motor e aí não se incluiria a deficiência sensorial, isto é, a cegueira e a surdez. Outros, porém, falam, englobadamente, em deficiência física para todos os tipos citados. Comete-se, assim, injustiça clamorosa, que agride o escopo principal das APAEs, das Pestalozzi e outras entidades que visam a integração da pessoa deficiente mental na sociedade. Quero salientar que os empregos para a pessoa deficiente mental serão limitados. É evidente que não poderão exercer funções de natureza intelectual, mas, como porteiros, office-boys, guardas de estacionamento, trabalhadores braçais e em outras ocupações pré-definidas, poderão ser muito úteis, Neste sentido dou meu testemunho de vinte e, quatro anos de atividades na área. Outro grave problema da atual redação é a exigência de concurso público para qualquer investidura em função pública. Em tese, sou favorável à idéia. No entanto, seria um absurdo exigir conhecimentos acadêmicos da pessoa deficiente mental que pretende ser um trabalhador braçal ou um jardineiro. Assim, é necessária a exclusão, neste particular, do concurso público normal, substituindo-o por um exame específico, definido pela lei. O que defendo hoje é realidade em países desenvolvidos, como a Holanda (que tem uma reserva de 9%), a Dinamarca, a Suécia e outros. Sabemos que as conquistas não são imediatas, pois obedecem à dialética histórica e por isso resultam de uma luta perseverante. Gostaríamos de ver a reserva abranger também os empregos privados, mas os empregos públicos já representam uma grande conquista. No momento certo, apresentarei destaque supressivo ao art 45, § 7º do Projeto de Constituição, que retirará as expressões ""física"" e ""observado o disposto no § 1º"", fazendo com que o dispositivo passe a ter a seguinte redação: “§ 7º A Lei reservará percentual dos empregos públicos para as pessoas portadoras de deficiência e definirá os critérios de sua admissão.” Para esta iniciativa conto com o apoio de V. Ex.ª, que desta forma estarão contribuindo para que se faça justiça em relação aos deficientes mentais. Era o que tinha a dizer. ",ano_167
O SR. AUGUSTO CARVALHO,"O SR. AUGUSTO CARVALHO (PCB – DF. Sem revisão do orador.): – Sr. Presidente, Sras e Srs. Constituintes, os brasilienses foram surpreendidos nos últimos dias com ameaça do Governo do Distrito Federal de promover uma profunda reforma administrativa, através da qual secretarias seriam extintas ou fundidas, empresas públicas seriam privatizadas ou extintas, o que gerou grande intranqüilidade no seio do funcionalismo público do Distrito Federal. Gostaríamos de expressar a posição do Partido Comunista Brasileiro, que sempre foi favorável a uma reforma da máquina administrativa nos planos federal e estadual. A duplicidade de comando existente, a dubiedade de vários órgãos, superpondo-se para executar uma mesma política, têm gerado perda de eficiência, sendo prejudicados principalmente os trabalhadores, que recebem salários aviltados, e a comunidade, que, muitas vezes, é punida com a ineficiência da máquina administrativa. Não podemos concordar com a forma arbitraria e tecnocrática pela qual o Governo do Distrito Federal pretende impor essa reforma, sem ouvir a comunidade e os sindicatos de trabalhadores, tendo, pelo contrário, como objetivo a redução do poder, da combatividade do sindicato dos trabalhadores dos diversos órgãos da máquina do Distrito Federal. O Partido Comunista Brasileiro do Distrito Federal denuncia essa reforma – contra a qual lutará – exatamente no momento em que o Governador do Distrito Federal, Sr. José Aparecido, anuncia que já tem o seu projeto político definido: será candidato à Prefeitura de Belo Horizonte. Ora, trata-se de irresponsabilidade por parte do Sr. Governador pretender realizar uma reforma administrativa que não poderá acompanhar no cotidiano. Mesmo que esse projeto venha a se concretizar, S. Ex.ª já anunciou a disposição de se desincompatilizar do cargo que ocupa a partir de março. Como realizar uma reforma administrativa sem a fiscalização e o devido acompanhamento por parte de seu executor? Deixamos aqui nosso protesto, que representa também a voz dos servidores do Distrito Federal, contra essas medidas que se anunciam, profundamente lesivas aos interesses da coletividade e dos trabalhadores do Governo do Distrito Federal, principalmente contra a privatização de órgãos, como a SAB, a Codeplan e outras empresas, que têm desempenhado um relevante papel na vida da cidade. A proposta de privatização favoreceria grupos econômicos poderosos instalados na Capital da República. Muito obrigado. ",ano_167
O SR. MAURO BENEVIDES,"O SR. MAURO BENEVIDES (PMDB – CE, Pronuncia o seguinte discursa): – Sr. Presidente, Srs. Constituintes, enquanto os servidores federais acompanhavam a tramitação, no Congresso, do Projeto de Carreira, Cargos e Salários na administração pública, do Governo Central, o Sr. Presidente José Sarney solicitou a devolução da matéria, preferindo legislar, em torno do assunto, por decreto-lei, assinado no final do exercício de 1987. Sem a participação dos Senadores é dos Deputados, que poderiam debater mais aprofundamente a matéria, muitas categorias se sentiram prejudicadas pelo novo texto, que subtrai, em alguns casos, conquistas já asseguradas a vários grupos ocupacionais. A classe odontológica, por exemplo, é daquelas que se sentem atingidas desfavoravelmente pela nova preceituação legal, no que tange à ampliação da jornada de trabalho, disciplinada anteriormente em 20 horas semanais, de acordo com a lei nº 3.999, de 15 de dezembro de 1961. Na minha recente estada no Ceará, fui visitado por uma comissão daquela classe para discutir o assunto, recebendo, na ocasião, um expediente vazado nos seguintes termos: ""Fortaleza, 8 de janeiro de 1988. Sr. Senador, Encarecemos os bons ofícios de V. Ex.ª no sentido de interceder junto ao Ministro da Administração de que no Projeto de Carreira, Cargos e Salários do Servidor Público Federal, elaborado por esse Ministério, o Cirurgião Dentista tenha sua carga horária de 20 horas semanais de acordo com a Lei nº 3.999, de 15-12- 61 da CLT (Consolidação das Leis do Trabalho), que altera o salário mínimo dos Médicos e Cirurgiões-Dentistas, bem como estabelece a carga horária dos mesmos. Na certeza de contarmos com a aquiescência de V. Ex.ª, subscrevemo-nos atenciosamente. Dr. Jorge Eduardo de Aguiar EIIery, Presidente."" Srs. Constituintes, ao trazer o assunto à apreciação da Assembléia Nacional Constituinte, desejo apelar para o Presidente José Sarney e o Ministro Aluízio Alves no sentido de que revejam a carga horária atribuída aos odontologistas brasileiros, mantendo a atual preceituação, sem o acréscimo na jornada de trabalho, prejudicial aos interesses da categoria. Tenho a certeza de que o Chefe da Nação e o titular da referida Pasta mostrar-se- ão sensíveis à postulação ora trazida a este plenário, determinando a retificação no texto do decreto-lei referendado. ",ano_167
O SR. PERCIVAL MUNIZ,"O SR. PERCIVAL MUNIZ (PMDB – MT, Sem revisão do orador.): – Sr. Presidente, Srs. Constituintes, há alguns dias o Presidente Ulysses Guimarães, ao entrar neste plenário, estranhou a terminologia usada pelos Constituintes. Antigamente era PDS, PMDB, PC do B, PT, PDT etc., e ultimamente é ""Centrão"", ""Centrinho"" e ""Consenso"". As siglas partidárias praticamente ficaram em desuso. Ultimamente estamos observando o surgimento de fatos novos em nosso País. No último período de recesso tivemos novidades no quadro político nacional. E a principal foi a mudança de comportamento do Governador Orestes Quércia, que antes defendia o mandato de cinco anos e, devido à pressão popular, modificou sua posição para quatro anos, e de algumas importantes lideranças da política brasileira Hoje, na reunião da bancada do PMDB, em contato com alguns colegas do partido, Constituintes que eram do ""Centrão"" demonstravam mudança de posição devido a pressões da rua. Com isso está surgindo uma nova síndrome, a síndrome da pressão popular adquirida nos períodos de recesso. Isso tende a se agravar e a aumentar, principalmente hoje com o término do período de apresentação de emendas, e o início de um breve recesso. A previsão que se faz é de que a síndrome da pressão popular adquirida voltará a atacar os Constituintes. Teremos, já no período de votação em plenário, depois desse recesso, mais Constituintes convertidos da posição de cinco para quatro anos, por terem sido atacados e contagiados pela APPS, como o colega Osvaldo definiu em inglês, que seria uma proximidade da AIDS, só que é APPS, exatamente a síndrome da pressão popular adquirida, que está atacando muita gente neste País. Isso é importante, porque dá uma perspectiva de sintonia dos Constituintes com suas bases. Tornara-que-haja mais oportunidades de os Constituintes poderem participar de reuniões, atividades e solenidades em suas bases eleitorais, para que, na hora da votação no plenário, S. Ex.ª possam votar em maior sintonia com a pressão popular e os compromissos assumidos nas ruas, com o povo brasileiro. É nesse sentido que, ao unificar uma nova sigla para representar e simbolizar o novo que está acontecendo na Assembléia Nacional Constituinte, nós, ao mesmo tempo em que repudiamos a AIDS e desejamos que ela acabe o mais rapidamente possível, queremos que a APPS – principalmente nesse período de convocação extraordinária do Congresso – cresça tanto que faça com que a maioria dos Constituintes modifique suas posições fisiológicas e volte a votar de acordo com os compromissos assumidos nas ruas com o povo brasileiro. Esta é a esperança, e desejamos que no período do carnaval haja mais um recesso, para que a APPS – síndrome da pressão popular adquirida – contagie maior número de Constituintes até o final da elaboração da Constituição. ",ano_167
